3769911.196 3.9242077e-06 1.0000 6.0464823e-11 1.0000 7.3471546e-11 0.9999 2.1070594e-10 0.9993 3.6312231e-10 0.9955 3.4732944e-10 0.9955 1.6845715e-10 0.9667 3.3715532e-10 0.9570 1.4597362e-10 0.9371 2.2281138e-10 0.9275 1.682073e-10 0.9202 3.2981853e-10 0.9118 1.1065333e-10 0.9040 7.4459587e-11 0.9014 1.3679846e-10 0.8995 2.8566199e-10 0.8975 1.8912848e-10 0.8960 1.033675e-10 0.8920 1.9174714e-10 0.8884 2.750999e-09 0.8787 9.7114749e-11 0.8606
3769282.877 3.9242077e-06 1.0000 6.0464805e-11 1.0000 7.3471483e-11 0.9999 2.1070594e-10 0.9993 3.6312231e-10 0.9955 3.4732944e-10 0.9955 1.6845705e-10 0.9667 3.3715532e-10 0.9570 1.4597362e-10 0.9371 2.2281138e-10 0.9275 1.682073e-10 0.9202 3.2916453e-10 0.9118 1.1065333e-10 0.9040 7.4459586e-11 0.9014 1.3667499e-10 0.8994 2.8566199e-10 0.8975 1.8912848e-10 0.8960 1.033675e-10 0.8920 1.9174714e-10 0.8884 2.750999e-09 0.8787 9.7114749e-11 0.8606
3768654.559 3.9242077e-06 1.0000 6.0464785e-11 1.0000 7.3471414e-11 0.9999 2.1070594e-10 0.9993 3.6312231e-10 0.9955 3.4732944e-10 0.9955 1.6845694e-10 0.9667 3.3715532e-10 0.9570 1.4597362e-10 0.9371 2.2281138e-10 0.9275 1.682073e-10 0.9202 3.2844175e-10 0.9118 1.1065333e-10 0.9040 7.4459586e-11 0.9014 1.3652884e-10 0.8993 2.8566198e-10 0.8975 1.8912848e-10 0.8960 1.033675e-10 0.8920 1.9174714e-10 0.8884 2.750999e-09 0.8787 9.7114749e-11 0.8606
3768026.24 3.9242077e-06 1.0000 6.0464764e-11 1.0000 7.3471347e-11 0.9999 2.1070594e-10 0.9993 3.631223e-10 0.9955 3.4732944e-10 0.9955 1.6845683e-10 0.9667 3.3715532e-10 0.9570 1.4597362e-10 0.9371 2.2281137e-10 0.9275 1.682073e-10 0.9202 3.2764372e-10 0.9118 1.1065333e-10 0.9040 7.4459585e-11 0.9014 1.3634312e-10 0.8992 2.8566198e-10 0.8975 1.8912848e-10 0.8960 1.033675e-10 0.8920 1.9174714e-10 0.8884 2.750999e-09 0.8787 9.7114749e-11 0.8606
3767397.921 3.9242077e-06 1.0000 6.0464745e-11 1.0000 7.3471269e-11 0.9999 2.1070594e-10 0.9993 3.6312229e-10 0.9955 3.4732944e-10 0.9955 1.6845671e-10 0.9667 3.3715532e-10 0.9570 1.4597362e-10 0.9371 2.2281137e-10 0.9275 1.682073e-10 0.9202 3.2669642e-10 0.9118 1.1065333e-10 0.9040 7.4459583e-11 0.9014 1.3607242e-10 0.8989 2.8566197e-10 0.8975 1.8912848e-10 0.8960 1.033675e-10 0.8920 1.9174714e-10 0.8884 2.750999e-09 0.8787 9.7114749e-11 0.8606
3766769.603 3.9242077e-06 1.0000 6.0464722e-11 1.0000 7.3471187e-11 0.9999 2.1070594e-10 0.9993 3.6312228e-10 0.9955 3.4732944e-10 0.9955 1.6845658e-10 0.9667 3.3715532e-10 0.9570 1.4597362e-10 0.9371 2.2281136e-10 0.9275 1.682073e-10 0.9202 3.2544209e-10 0.9119 1.1065333e-10 0.9040 7.4459581e-11 0.9014 1.3567175e-10 0.8986 2.8566197e-10 0.8975 1.8912847e-10 0.8960 1.0335421e-10 0.8920 1.9174714e-10 0.8884 2.750999e-09 0.8787 9.7114749e-11 0.8606
3766141.284 3.9242077e-06 1.0000 6.0464698e-11 1.0000 7.3471096e-11 0.9999 2.1070594e-10 0.9993 3.6312226e-10 0.9955 3.4732944e-10 0.9955 1.6845644e-10 0.9667 3.3715532e-10 0.9570 1.4597362e-10 0.9371 2.2281135e-10 0.9275 1.682073e-10 0.9202 3.2402761e-10 0.9119 1.1065333e-10 0.9040 7.4459578e-11 0.9014 1.3532942e-10 0.8984 2.8566195e-10 0.8975 1.8912847e-10 0.8960 1.0332379e-10 0.8920 1.9174714e-10 0.8884 2.750999e-09 0.8787 9.7114749e-11 0.8606
3765512.966 3.9242077e-06 1.0000 6.0464675e-11 1.0000 7.3470999e-11 0.9999 2.1070594e-10 0.9993 3.6312224e-10 0.9955 3.4732944e-10 0.9955 1.6845629e-10 0.9667 3.3715532e-10 0.9570 1.4597361e-10 0.9371 2.2281133e-10 0.9275 1.682073e-10 0.9202 3.2385075e-10 0.9118 1.1065333e-10 0.9040 7.4459574e-11 0.9014 1.3528878e-10 0.8983 2.8566193e-10 0.8975 1.8912846e-10 0.8960 1.0331279e-10 0.8920 1.9174714e-10 0.8884 2.7509989e-09 0.8787 9.7114748e-11 0.8606
3764884.647 3.9242077e-06 1.0000 6.0464646e-11 1.0000 7.3470897e-11 0.9999 2.1070594e-10 0.9993 3.6312219e-10 0.9955 3.4732944e-10 0.9955 1.6845614e-10 0.9667 3.3715532e-10 0.9570 1.4597361e-10 0.9371 2.2281131e-10 0.9275 1.682073e-10 0.9202 3.2385069e-10 0.9118 1.1065333e-10 0.9040 7.4459567e-11 0.9014 1.3528877e-10 0.8983 2.8566191e-10 0.8975 1.8912846e-10 0.8960 1.0331279e-10 0.8920 1.9174714e-10 0.8884 2.7509989e-09 0.8787 9.7114748e-11 0.8606
3764256.329 3.9242077e-06 1.0000 6.0464619e-11 1.0000 7.3470788e-11 0.9999 2.1070594e-10 0.9993 3.6312213e-10 0.9955 3.4732944e-10 0.9955 1.6845597e-10 0.9667 3.3715532e-10 0.9570 1.4597361e-10 0.9371 2.2281126e-10 0.9275 1.682073e-10 0.9202 3.2385064e-10 0.9118 1.1065333e-10 0.9040 7.4459556e-11 0.9014 1.3528875e-10 0.8983 2.8566186e-10 0.8975 1.8912844e-10 0.8960 1.0331278e-10 0.8920 1.9174714e-10 0.8884 2.7509988e-09 0.8787 9.7114748e-11 0.8606
